case,config,y_CH4_biogas,CO2_bio_tpd,CO2_DAC_tpd,CO2_total_tpd,CO2_total_carbon_tpd,H2_electrolysis_tpd,value_type,mode,phi,P1_bar,P2_bar,P3_bar,pressure_order,recycle,purge_p,r_CH4,h_H2_to_CFR,converged,iterations,method,S1_X_CH4,S1_inlet_CH4_ratio_vs_fresh,S2_inlet_H2_to_CO2_ratio,S2_inlet_total_kmol_d,S2_X_CO2_per_pass,S2_xi1_RWGS_CO_formed_kmol_d,S2_xi2_CH4_formed_kmol_d,S2_methanation_to_RWGS_ratio,S3_CH4_formed_kmol_d,recycle_to_S2_total_kmol_d,C_stage1_tpd,C_stage3_tpd,C_total_tpd,C_from_wasteCH4_tpd,C_from_biogasCO2_tpd,C_from_DACCO2_tpd,C_from_CO2_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd,purge_CO2_tpd,purge_CO_tpd,purge_CH4_tpd,purge_carbon_as_CO2_if_oxidised_tpd,H2_net_exportable_tpd,H2_permeate_tpd,H2_stoich_available_tpd,H2_stoich_needed_for_all_CO2_tpd,H2_stoich_surplus_tpd,water_total_tpd,Q1_kW,Q2_kW,Q3_kW,Q_total_kW,closure_C_rel,closure_H_rel,closure_O_rel,tracer_iterations,wall_s
"2a_y0.60 kin recycle phi=0 (1.01,1.01,1.01) bar",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,302,direct,0.8728806831856023,1.1481924166891087,0.8734070024101318,49914.66219923885,0.12976880439625105,1493.768890028783,0.0,0.0,7.853776339524643,40236.03194964295,36.0167380906502,0.21894954431107322,36.23568763496127,35.922689921407844,0.31299771355342043,0.0,0.31299771355342043,0.013064644696885988,1.146841759701314,22.042398699420403,41.11013713133198,0.018719042108097945,86.68553813174977,11.514834768749568,11.217050658592822,13.050065193605233,8.042386087390142,5.007679106215092,27.375746484797634,3132.2467632272355,609.7745931290012,-48.36935738968461,3693.651998966552,-7.628303358302446e-08,1.0226839146353958e-11,-1.1914280917661555e-07,480,115.86670279502869
"2a_y0.60 kin once-through phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,3.2453217370568073,8848.221828393005,0.6785782915019081,1353.519000689465,0.0,0.0,23.772676674152194,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,28.19261115260202,37.26048740105305,6.483112258974521,104.52028377840028,10.176565020781968,6.7088910773399295,13.050065193605231,8.042386087390142,5.0076791062150905,24.738270229386238,2727.980709243213,552.5228858675483,-60.03315430623443,3220.470440804527,1.2767145562975202e-15,8.800849994403594e-16,1.481900824273907e-15,4,0.432513952255249
"2a_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,300,direct,0.8728806831856022,1.160243930352338,0.9141436684124763,47928.33172053009,0.14119925303108005,1529.4967223222084,0.0,0.0,39.4226785383666,38182.16982081487,36.394772473124185,1.0066211528276672,37.401393625951854,35.922689925076625,1.478703700875241,0.0,1.478703700875241,0.06172166002295158,5.418056046275788,20.470086048143656,39.389734675297035,0.02024133857082167,82.41432425360776,11.246575852809647,10.97155790448538,13.050065193605231,8.042386087390142,5.0076791062150905,29.765026188004533,3165.1230600177037,624.3591279560118,-230.7940164834482,3558.6881714902675,-7.436065948847954e-08,4.8937629299595146e-11,-1.1621747117590073e-07,451,137.77746510505676
"2a_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,3.2453217370568073,8848.221828393005,0.6066191072972443,1164.3978885384224,45.58848767000751,0.039151984144553176,4.588111743674915,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,34.504049779760344,32.503930727356746,6.906710391484805,104.52028377840007,10.305993600526257,6.7177587657315465,13.050065193605231,8.042386087390142,5.0076791062150905,22.651944974784424,2727.980709243213,375.4827942166858,-11.350097873626286,3092.113405586272,3.6477558751357717e-16,2.514528569829598e-16,1.1399237109799284e-16,4,0.4384157657623291
"2a_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,303,direct,0.8728806831856024,1.1491374675416541,0.873968413643563,49872.173911345926,0.12981981862135406,1491.459549620653,2.4787216851360654,0.0016619436214455289,7.850612350483232,40188.247991405005,36.0463826419847,0.21870178053382547,36.265084422518534,35.92268992223605,0.34239450028248025,0.0,0.34239450028248025,0.014291677857879832,1.2545532897287215,22.03494347719391,41.04611947081086,0.018838416952630013,86.5778265422983,11.509514114495625,11.211866542687002,13.050065193605233,8.042386087390142,5.007679106215092,27.423018915546717,3134.8248437222314,603.403504356712,-48.32911641104239,3689.899231667901,-7.653998570178827e-08,2.5249387181086927e-11,-1.195256555187498e-07,480,138.52064108848572
"2a_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,3.2453217370568073,8848.221828393005,0.6769971739621788,1321.6555025240978,28.709738814164098,0.021722558381767593,22.939563320198374,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,28.3321909397443,36.390826069540104,6.930336961232674,104.52028377840013,10.014361174203637,6.600160038367496,13.050065193605231,8.042386087390142,5.0076791062150905,25.182946454718596,2727.980709243213,476.6416359720668,-57.92928251102659,3146.6930627042534,7.295511750271543e-16,3.771792854744397e-16,0.0,4,0.4393801689147949
"2a_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,301,direct,0.8728806831856026,1.1612647311492272,0.9145039746782748,47884.87873667164,0.1411938559916861,1526.8134742708935,2.66735500407151,0.0017470077707725659,39.42930797772607,38132.996695554815,36.426793164438514,1.0049566214046968,37.43174978584321,35.922689925777654,1.509059860065556,0.0,1.509059860065556,0.0629887377586996,5.529282772593877,20.470784380906686,39.31827367315488,0.02037028182937611,82.30309757168067,11.241464067808312,10.966568487991163,13.050065193605237,8.042386087390142,5.007679106215096,29.810415546665574,3167.9077848995967,617.4222995282322,-230.5944088248698,3554.735675602959,-7.414667647482246e-08,6.393490632220133e-11,-1.1584963500721554e-07,451,133.93765091896057
"2a_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,3.2453217370568073,8848.221828393005,0.5865035453053556,1026.9843174936718,142.87876607993599,0.13912458413058132,3.9101022074789853,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,36.272121816725715,28.67251266757337,8.456661021026095,104.52028377839996,9.802675877628118,6.387868785915101,13.050065193605231,8.042386087390142,5.0076791062150905,23.66674093946545,2727.980709243213,106.3236876077426,-9.654526870831383,2824.649869980124,-1.8238779375678859e-16,-8.800849994403594e-16,-1.5958931953718998e-15,4,0.43829774856567383
"2a_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,313,direct,0.8728806831856026,1.1576051955610676,0.8789173547178661,49491.55112417059,0.13025769763928108,1470.700527302648,24.68773162899322,0.016786375724140105,7.822789013417946,39760.17559234753,36.31200009239208,0.21645653000209938,36.52845662239418,35.92268992867313,0.6057666937210522,0.0,0.6057666937210522,0.02528493429816116,2.219564268085071,21.971122791180395,40.47068025979285,0.019908024702450674,85.6128163151529,11.461981320890214,11.16555340400183,13.050065193605237,8.042386087390142,5.007679106215096,27.84532665676297,3157.9246424103076,546.2917997254096,-47.96660060167101,3656.2498415340465,-7.300943951843237e-08,1.5031311166798824e-10,-1.138475632832083e-07,480,142.76902318000793
"2a_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,3.2453217370568073,8848.221828393005,0.6669827525525736,1094.8603931158837,235.52968864453078,0.21512303315149836,17.290485862441983,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,29.216784950113478,30.193020590148116,10.157721266706462,104.52028377839996,8.838201938664543,5.813284900705183,13.050065193605231,8.042386087390142,5.0076791062150905,28.441718956431178,2727.980709243213,-68.87352741236228,-43.665387872361784,2615.4417939584887,-1.8238779375678859e-16,1.6344435703892389e-15,-1.1399237109799285e-15,4,0.4618840217590332
"2a_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,311,direct,0.8728806831856027,1.1707601061057575,0.917953160536165,47480.69841831824,0.14116509824217482,1501.9184689846552,27.47758513763324,0.018294991176324615,39.492182386097454,37675.60826100662,36.7246460573082,0.9894444529101937,37.7140905102184,35.92268993170714,1.7914005785112617,0.0,1.7914005785112617,0.07477374771318002,6.563795525743246,20.474504819547004,38.655385263474415,0.021569697613358887,81.26858535046085,11.193792524950593,10.920038529536532,13.050065193605237,8.042386087390142,5.007679106215096,30.233714987445524,3193.8109846080424,552.9255773517071,-228.73698616035745,3517.999575799392,-7.162381336780754e-08,1.9969681833587116e-10,-1.1161534529366432e-07,450,139.58592700958252
2b_y0.60 eq once-through h=0.35,2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.9698161069695571,1.0,2.9094386730862065,7888.239738348953,0.6482832236637374,1206.7016708892454,86.40511908653797,0.07160437510860833,112.43123106501503,0.0,34.85150348488499,12.464452699370963,47.31595618425595,34.85166165368602,12.464294530569926,0.0,12.464294530569926,0.5202644376871547,45.6698974270129,33.066643648136626,0.1878137112290029,4.638758430942624,46.08680884082928,5.898358826290231,5.570518602659644,11.699453349028252,8.042386087390142,3.6570672616381104,43.62124049513096,3030.936066508513,303.3743121064066,-1927.611098077524,1406.6992805373955,7.295511750271543e-16,-1.5198982813065716e-16,-2.279847421959857e-15,4,0.4586019515991211
2b_y0.60 eq once-through h=0.5,2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.5,True,1,once-through,0.9698161069695571,1.0,2.9094386730862065,7888.239738348953,0.6482832236637374,1206.7016708892454,86.40511908653797,0.07160437510860833,294.6368114255863,0.0,34.85150348488499,11.558678137120022,46.41018162200502,34.85164351141037,11.558538110594649,0.0,11.558538110594649,0.4824578170746345,42.35115341846306,28.3691159882375,0.186273062556152,7.5618825566672685,49.40561932372803,4.733213674976126,4.2850143097381865,11.699453349028252,8.042386087390142,3.6570672616381104,47.275737367155585,3030.936066508513,303.3743121064066,-2224.309715508326,1110.0006631065935,-9.119389687839429e-16,-1.0639287969146e-15,-2.279847421959857e-15,4,0.49739599227905273
2b_y0.60 eq once-through h=0.75,2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.75,True,1,once-through,0.9698161069695571,1.0,2.9094386730862065,7888.239738348953,0.6482832236637374,1206.7016708892454,86.40511908653797,0.07160437510860833,647.6723219512762,0.0,34.85150348488499,8.85099773406485,43.70250121894985,34.85160082717925,8.8509003917706,0.0,8.8509003917706,0.3694399794593906,32.4302119175283,22.75723166419048,0.18377570907491686,13.225631252030912,59.326717222159225,2.7954358232912164,2.1425071548690933,11.699453349028252,8.042386087390142,3.6570672616381104,51.64197007707879,3030.936066508513,303.3743121064066,-2710.546428139526,623.7639504753934,-1.8238779375678859e-16,-1.5198982813065714e-15,-1.1399237109799285e-15,4,0.4478929042816162
2b_y0.60 eq recycle h=0.35,2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,131,direct,0.9698161069695569,1.020914480842166,1.0644145181194002,11882.16732236961,0.44125355236187547,2542.8355031021297,-40.955089241073104,-0.016106071034130986,11.49729286869475,3870.665992790803,35.58040458684029,21.974618891385802,57.5550234782261,35.91551653667466,21.63950694155145,0.0,21.63950694155145,0.9032413253041739,79.28840737580033,8.512866113094617,0.03192385433683882,0.002641829159010438,8.570271841165686,4.802755435542439,4.791034185923512,11.699453349028248,8.042386087390142,3.657067261638107,64.8198367518961,3094.326520805335,1127.7220157491217,-3197.2309814347586,1024.8175551196978,-5.069518519337634e-09,2.585018678473716e-10,-1.2923013487565524e-08,63,67.94066905975342
2b_y0.60 eq recycle h=0.5,2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.5,True,109,direct,0.9698161069695569,1.0806174724162565,1.641580918087396,10615.314531692839,0.5282812374957894,2078.1801484259486,2.8139213488988446,0.0013540314832812543,141.43555510365786,2251.947631166254,37.66114360574277,20.987067813713868,58.64821141945664,35.9334830662861,22.714728353170518,0.0,22.714728353170518,0.9481214797110841,83.2280809337009,4.503980461294807,0.020909157379388105,0.010183259673632409,4.564769689803873,4.432782400509089,4.412060680167621,11.699453349028248,8.042386087390142,3.657067261638107,68.08456577357758,3275.2824712457,842.1916356032704,-3170.8259541487305,946.6481527002397,3.1879274298034942e-09,-9.62374969371164e-10,9.198366680330137e-09,40,53.749536991119385
2b_y0.60 eq recycle h=0.75,2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.75,True,85,direct,0.969816106969557,1.639129631169787,4.287781310000625,12832.595062049877,0.714680404156097,1531.3008204474618,155.14560011628444,0.10131621301616577,1614.108257949919,1177.5807174047402,57.12613205289213,2.472420386422807,59.598552439314936,35.93348462353996,23.665067815774986,0.0,23.665067815774986,0.9877890136345798,86.71017979389238,0.8454820076267441,0.009973442932726463,0.0807321639372363,1.0826639401230982,4.079078570146555,4.014845316687237,11.69945334902825,8.042386087390142,3.6570672616381086,71.06888373759298,4968.097116795305,285.378509208593,-4284.60357887396,968.8720471299375,-2.205523848840585e-09,-5.291953869724844e-09,1.7048679642712723e-09,18,53.20444989204407
"2b_y0.60 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6186420495568075,7598.221828393004,0.5672078401290612,1131.375109650936,0.0,0.0,3.9972937579925656,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,37.97249371407647,31.589884741382633,6.165855790850572,104.52028377840003,8.224171336675518,5.361988432156816,10.53006519360523,8.042386087390142,2.4876791062150905,20.40653066293084,2727.980709243213,461.8410530362956,-9.941691590622089,3179.8800706888865,1.8238779375678859e-16,-9.119389687839429e-16,6.839542265879571e-16,4,0.4127511978149414
"2b_y0.60 kin recycle phi=0 (1.01,1.01,1.01) bar",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,302,direct,0.8728806831856023,1.147012606603676,0.6383173932811931,48200.00463095239,0.11030629213361998,1421.4058402046721,0.0,0.0,4.763267523680156,39777.98554441228,35.97972956296263,0.1834565788722532,36.163186141834885,35.922689921037154,0.2404962207977249,0.0,0.2404962207977249,0.010038404562114677,0.8811920890089981,25.227235438631695,39.25244930490231,0.018570013465727533,86.95118763672687,9.152953663118724,8.915890930190077,10.530065193605232,8.042386087390142,2.4876791062150923,25.96356533867969,3129.028264073608,580.2351178067581,-35.923158049802424,3673.3402238305634,-7.704434357980289e-08,8.158054024913023e-12,-1.238038790320459e-07,482,132.76998019218445
"2b_y0.60 kin once-through phi=0 (1.01,5,5) bar n=1",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6186420495568075,7598.221828393004,0.6353440740992047,1267.2823269447474,0.0,0.0,20.27627630695099,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,31.995740966807205,34.937878820540725,6.427019507883513,104.52028377840023,7.851928108241776,5.183895614615006,10.53006519360523,8.042386087390142,2.4876791062150905,23.12567443814584,2727.980709243213,517.3200288549917,-51.25049012439657,3194.050247973808,1.0943267625407314e-15,3.039796562613143e-16,1.1399237109799285e-15,4,0.5236659049987793
"2b_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,301,direct,0.8728806831856022,1.154657039974394,0.6626314686283856,46661.03410668748,0.11904133383355575,1455.914766665348,0.0,0.0,24.78783673524333,38196.178807686614,36.21952173591431,0.8440988100982925,37.06362054601261,35.92268992346171,1.140930622550898,0.0,1.140930622550898,0.047622882091374705,4.180435914398674,23.708552438070413,38.11750676024568,0.019535626102028712,83.65194441108684,8.931886127894977,8.71191475722362,10.53006519360523,8.042386087390142,2.4876791062150905,27.933393880429215,3149.882130842018,594.3220804771819,-172.57007770496512,3571.6341336142345,-7.427096080673437e-08,3.7623714045291e-11,-1.192791852036947e-07,459,134.2756371498108
"2b_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6186420495568075,7598.221828393004,0.5668394069023893,1101.9436621070697,28.696556111247617,0.02604176338414235,3.832248808167492,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,38.00583611172487,30.769495987205868,6.623586824413274,104.52028377839999,8.053140132791238,5.250139532505586,10.53006519360523,8.042386087390142,2.4876791062150905,20.905787009424515,2727.980709243213,386.98146577900496,-9.533427583887313,3105.4287474383304,0.0,1.3679084531759144e-15,-6.839542265879571e-16,4,0.4568760395050049
"2b_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,303,direct,0.8728806831856024,1.1473983962363208,0.6384490428207021,48182.67173240865,0.11030983873234224,1420.408126619608,1.0124746249663872,0.0007128054296450337,4.761367608693774,39758.490841864565,35.99183109224893,0.1833655106357394,36.175196602884675,35.922689921416755,0.2525066814679165,0.0,0.2525066814679165,0.01053972580028147,0.9251991128733276,25.226585758564866,39.224769221519686,0.018618744787745813,86.90718099725821,9.15088961633597,8.913879693681416,10.530065193605232,8.042386087390142,2.4876791062150923,25.981898352645576,3130.0806907492774,577.6105246897606,-35.90650059166802,3671.7847148473697,-7.528641524457952e-08,1.645593869170625e-11,-1.209593772393944e-07,482,132.2123899459839
"2b_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6186420495568075,7598.221828393004,0.6336136049209602,1242.9159282038877,20.914736726035414,0.016827153189885393,19.660323859229322,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,32.14815440967965,34.272304702715886,6.7526729040605,104.52028377840013,7.736142939652037,5.106198659501841,10.53006519360523,8.042386087390142,2.4876791062150905,23.42874563446146,2727.980709243213,461.5702011971495,-49.694292293793005,3139.8566181465694,7.295511750271543e-16,-3.039796562613143e-16,2.2798474219598567e-16,4,0.4861738681793213
"2b_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,302,direct,0.8728806831856024,1.1551737823159836,0.6627789196576069,46638.84576578903,0.11903457502107606,1454.534286361366,1.3551346824091297,0.0009316622475769256,24.786306979447716,38171.09485848624,36.23573101696059,0.8433823337746361,37.079113350735234,35.922689923780005,1.1564234269552263,0.0,1.1564234269552263,0.04826955769357956,4.237202447495841,23.709667752559163,38.080553520905625,0.01960089881886108,83.59517826301777,8.929312199536284,8.709402004943737,10.530065193605232,8.042386087390142,2.4876791062150923,27.956247703899646,3151.29179398152,590.790813541938,-172.47305065895364,3569.6095568645046,-7.251117393989261e-08,4.6160982691390013e-11,-1.1642654549567053e-07,459,134.32702612876892
"2b_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6186420495568075,7598.221828393004,0.5432078797556624,1010.2812713135971,73.2225716198451,0.07247741168619208,3.436748736025436,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,40.08062972519438,28.212875604570083,7.331572683560328,104.52028377840013,7.881282605665247,5.136866366511493,10.53006519360523,8.042386087390142,2.4876791062150905,20.851966807222507,2727.980709243213,252.05201586936667,-8.53462324102755,2971.498101871552,7.295511750271543e-16,1.5198982813065714e-15,0.0,4,0.5006248950958252
"2b_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,307,direct,0.8728806831856029,1.150786582663332,0.6395570152899849,48030.48670775001,0.1103280954998066,1411.5922068451546,9.904349087300261,0.007016437919727566,4.744836651465391,39587.31983530174,36.09811242747662,0.18255623123022915,36.28066865870685,35.922689924830046,0.35797873387680423,0.0,0.35797873387680423,0.014942169749566985,1.3116548246760702,25.223241432416764,38.98018643245804,0.019046726231157732,86.52072495180578,9.13287199944046,8.896322970760671,10.530065193605239,8.042386087390142,2.487679106215098,26.141926366163293,3139.323597961488,554.5385990107105,-35.75936755711308,3658.1028294150856,-7.674978072692511e-08,9.136199762830679e-11,-1.2312932951805064e-07,482,132.78546571731567
"2b_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6186420495568075,7598.221828393004,0.6215192739624331,1068.6411752503493,171.06566055329336,0.16007773658283195,15.452963721900346,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,33.21329241916388,29.50650697514544,9.094045496338031,104.52028377839987,6.902268973109012,4.547537213439204,10.53006519360523,8.042386087390142,2.4876791062150905,25.620091632469688,2727.980709243213,61.599365900381585,-39.06437658842723,2750.515698555167,-5.471633812703657e-16,9.119389687839429e-16,-2.051862679763871e-15,4,0.5186002254486084
"2b_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2b_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,0.0,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,307,direct,0.8728806831856021,1.1598990987777984,0.6641437039212745,46435.9407940513,0.11897735184558411,1441.927716974711,13.747019071405248,0.009533778225893099,24.772374028020522,37941.71118648564,36.38395572470724,0.8368276068158587,37.2207833315231,35.92268992728146,1.2980934042416379,0.0,1.2980934042416379,0.05418291692055354,4.7562894536067155,23.719113692166836,37.743120920604426,0.02019778089824822,83.07609122070973,8.9057411299695,8.686391238421141,10.530065193605228,8.042386087390142,2.4876791062150887,28.165536346934783,3164.182366134422,558.5064945957212,-171.5855501517854,3551.1033105783577,-7.261765412254135e-08,1.3311557928356402e-10,-1.1635869541251506e-07,459,137.34233498573303
2a_y0.65 eq once-through h=0.35,2a_y0.65,0.65,70.90091532851616,0.0,70.90091532851616,19.350380467877194,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.9698161069695571,1.0,4.3780513035829225,8754.655237080726,0.7244275707753958,999.445669459353,167.66114571058114,0.16775413695201352,284.96585779380246,0.0,34.85150348488499,9.12068565200568,43.97218913689067,34.851622212356936,9.120566924533732,0.0,9.120566924533732,0.4713378602386876,33.418285719907175,17.351899831015874,0.1344351020193141,8.710321882682084,41.457394746936345,7.498089678395848,7.054189409743732,14.219453349028251,6.495773378276651,7.723679970751601,42.708367901561445,3030.936066508513,40.817444608046216,-1886.051942586939,1185.7015685296199,-1.975867765698543e-15,-7.543585709488794e-16,-2.2581345893697635e-15,4,0.4557759761810303
2a_y0.65 eq once-through h=0.5,2a_y0.65,0.65,70.90091532851616,0.0,70.90091532851616,19.350380467877194,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.5,True,1,once-through,0.9698161069695571,1.0,4.3780513035829225,8754.655237080726,0.7244275707753958,999.445669459353,167.66114571058114,0.16775413695201352,578.2812096367501,0.0,34.85150348488499,6.455972710746912,41.30747619563191,34.85158214135129,6.45589405428061,0.0,6.45589405428061,0.3336313756206389,23.65476991381529,14.209555115561672,0.13274197056964135,13.415980072298494,51.22105737551483,6.027415701828215,5.426299545956717,14.219453349028251,6.495773378276651,7.723679970751601,45.153396729245976,3030.936066508513,40.817444608046216,-2251.4157078946055,820.3378032219534,-2.3710413188382514e-15,-2.2630757128466386e-15,-3.2460684722190348e-15,4,0.47696995735168457
