case,value_type,mode,P1_bar,P2_bar,P3_bar,phi,purge_p,r_CH4,h_H2_to_CFR,converged,iterations,method,S1_inlet_CH4_kmol_d,S1_inlet_CH4_ratio_vs_fresh,S1_X_CH4,S2_inlet_total_kmol_d,recycle_to_S2_total_kmol_d,S2_X_CO2_per_pass,S2_xi2_CH4_formed_kmol_d,S3_CH4_formed_kmol_d,S3_COx_conversion,C_stage1_tpd,C_stage3_tpd,C_total_tpd,C_from_CO2_total_tpd,fresh_CO2_carbon_fixed_fraction,C_from_CO2_total_tpd_mixing_tracer_upper,purge_carbon_tpd,purge_carbon_as_CO2_if_oxidised_tpd,H2_net_exportable_tpd,water_total_tpd,Q1_kW,Q2_kW,Q3_kW,Q_total_kW,closure_C_rel,closure_H_rel,closure_O_rel,W_S1out_to_S2_kW,n_st_S1out,W_freshCO2_kW,W_solarH2_kW,W_freshCH4_to_S1_kW,W_compression_total_kW,W_compression_excl_solarH2_kW,W_compression_share_of_5MW,pressure_order_n,variant,factor_meth_at_P2,factor_rwgs_at_P2,wall_s
"kin once-through (1,10,10) n=1.5 V1 phi=1",kinetic,kinetic,1.0,10.0,10.0,1.0,1.0,0.0,0.35,True,1,once-through,2991.959109892165,1.0,0.8730911863828243,7808.562485297292,0.0,0.8289286707332844,433.8578767258862,13.2539822879462,0.025464316206347926,31.375772330793286,0.0,31.375772330793286,0.0,0.0,0.0,16.02334934931914,58.710480519039734,8.7520182128054,22.252820201013993,2728.6383640944473,-804.320773882317,-33.239771486073245,1891.0778187260569,-1.498036526682252e-15,-2.5145285698295983e-15,3.5737457437790004e-16,578.9714769297437,3,96.18648434770743,129.38674217714924,0.0,804.5447034546004,675.1579612774511,0.16090894069092007,1.5,V1,0.0003311373305745366,1.0,0.6231722831726074
"kin recycle (1,10,10) n=1.5 V1 phi=1",kinetic,kinetic,1.0,10.0,10.0,1.0,0.05,0.95,0.35,True,66,direct,4431.633963100664,1.4811813264588323,0.8730911863828241,14561.78041664403,4056.575652544906,0.7043929622402907,842.1188611528171,38.93120457002237,0.025869033839611144,46.473208079594755,5.625656190888506e-20,46.473208079594755,10.550492137639724,0.9204193942960751,10.800325526953786,0.9259134349955088,3.3926004796201275,10.907479037251049,32.707340919859035,4041.608191555873,-1806.9663807031307,-98.05506306064676,2136.5867477920956,-3.492094956962582e-09,-6.557940800686988e-10,-7.434244081044503e-09,857.5617401806276,3,96.18648434770743,129.38674217714924,0.0,1083.1349667054842,953.748224528335,0.21662699334109684,1.5,V1,0.0003311373305745366,1.0,30.798184871673584
"kin once-through (1,10,10) n=1.5 V2 phi=0",kinetic,kinetic,1.0,10.0,10.0,0.0,1.0,0.0,0.35,True,1,once-through,2991.959109892165,1.0,0.8730911863828243,7808.562485297292,0.0,0.8044739744308245,0.0,10.620422083182461,0.011128432272828226,31.375772330793286,0.0,31.375772330793286,0.0,0.0,0.0,16.023349349319204,58.710480519039955,11.437698439027496,14.002731877521123,2728.6383640944473,313.40484319410854,-26.28432853115682,3015.758878757399,-2.3046715795111567e-16,-1.382990713406279e-15,1.1912485812596667e-15,578.9714769297437,3,96.18648434770743,129.38674217714924,0.0,804.5447034546004,675.1579612774511,0.16090894069092007,1.5,V2,0.0003311373305745366,0.3183158808479401,0.5590009689331055
"kin recycle (1,10,10) n=1.5 V2 phi=0",kinetic,kinetic,1.0,10.0,10.0,0.0,0.05,0.95,0.35,True,297,direct,3488.350730657973,1.1659085577488721,0.8730911863828239,28863.24865942209,20124.899404274067,0.2530830803002361,0.0,54.99546200913909,0.003048176146388415,36.58128146645223,0.0,36.58128146645223,0.6585655154565765,0.05745290977264587,3.7238902111584875,10.81783816349596,39.63718589104102,12.790840869647093,15.968500880208532,3181.3428196996024,339.4519831379587,-139.3647177060671,3381.4300851314943,-4.3253213104758866e-08,2.5588094179442973e-11,-1.0155786886070929e-07,675.027799644893,3,96.18648434770743,129.38674217714924,0.0,900.6010261697496,771.2142839926004,0.18012020523394992,1.5,V2,0.0003311373305745366,0.3183158808479401,111.29287600517273
"kin once-through (1,10,10) n=1.5 V2 phi=0.1",kinetic,kinetic,1.0,10.0,10.0,0.1,1.0,0.0,0.35,True,1,once-through,2991.959109892165,1.0,0.8730911863828243,7808.562485297292,0.0,0.8074756391062486,86.28961812578876,9.315281834914742,0.0107311419617383,31.375772330793286,0.0,31.375772330793286,0.0,0.0,0.0,16.023349349319222,58.71048051904002,10.918206613095144,15.580206973013436,2728.6383640944473,90.37592584923179,-23.035366796915973,2795.978923146763,2.3046715795111567e-16,3.771792854744397e-16,1.1912485812596667e-15,578.9714769297437,3,96.18648434770743,129.38674217714924,0.0,804.5447034546004,675.1579612774511,0.16090894069092007,1.5,V2,0.0003311373305745366,0.3183158808479401,0.5575668811798096
"kin recycle (1,10,10) n=1.5 V2 phi=0.1",kinetic,kinetic,1.0,10.0,10.0,0.1,0.05,0.95,0.35,True,313,direct,3522.191469506802,1.1772191196937005,0.8730911863828239,28353.277406844056,19551.54136201761,0.25441709432160997,30.79858557992958,53.83198129089186,0.0030852415806966738,36.93615908296646,0.0,36.93615908296646,1.0134431265032722,0.08841224622326858,3.9777607256187935,10.462960601011162,38.33689393804848,12.72922031040818,16.515915313502582,3212.2052529417247,259.735187459146,-136.41234497856988,3335.528095422301,-4.2113330492649596e-08,1.4454767483665446e-10,-9.897744229179277e-08,681.5762923989951,3,96.18648434770743,129.38674217714924,0.0,907.1495189238517,777.7627767467025,0.18142990378477034,1.5,V2,0.0003311373305745366,0.3183158808479401,111.06082916259766
"kin once-through (1,10,10) n=1.5 V2 phi=1",kinetic,kinetic,1.0,10.0,10.0,1.0,1.0,0.0,0.35,True,1,once-through,2991.959109892165,1.0,0.8730911863828243,7808.562485297292,0.0,0.8512379076168887,492.74209651816125,3.8938649455816403,0.008435433701491357,31.375772330793286,0.0,31.375772330793286,0.0,0.0,0.0,16.0233493493192,58.71048051903994,8.409970867865855,23.53000343799367,2728.6383640944473,-948.6229979564702,-9.60083084126437,1770.414535296713,-2.3046715795111567e-16,-1.2572642849147991e-15,-2.3824971625193333e-16,578.9714769297437,3,96.18648434770743,129.38674217714924,0.0,804.5447034546004,675.1579612774511,0.16090894069092007,1.5,V2,0.0003311373305745366,0.3183158808479401,0.5732059478759766
"kin recycle (1,10,10) n=1.5 V2 phi=1",kinetic,kinetic,1.0,10.0,10.0,1.0,0.05,0.95,0.35,True,75,direct,4433.339421473638,1.481751340389616,0.8730911863828239,14608.04871946922,4099.649476322926,0.741293088697258,870.5105547579099,12.033019261149093,0.008309142137961079,46.491092706912475,0.0,46.491092706912475,10.56837676341136,0.9219796396576364,10.813119739173876,0.9080288057827117,3.32707016182594,10.897956555937785,32.7934285145927,4043.1635534354828,-1879.2921383549372,-30.01070323735979,2133.8607118431855,-3.5320763995239416e-09,-6.07642115220747e-10,-7.563765322913696e-09,857.8917619880051,3,96.18648434770743,129.38674217714924,0.0,1083.4649885128617,954.0782463357125,0.21669299770257236,1.5,V2,0.0003311373305745366,0.3183158808479401,33.72875118255615
"kin once-through (1,10,10) native V1 phi=0",kinetic,kinetic,1.0,10.0,10.0,0.0,1.0,0.0,0.35,True,1,once-through,2991.959109892165,1.0,0.8730911863828243,7808.562485297292,0.0,0.8055478031963215,0.0,213.2308906441432,0.22343043491328662,31.375772330793286,0.0,31.375772330793286,0.0,0.0,0.0,16.02334934931921,58.710480519039976,9.839094214959538,20.63944545444765,2728.6383640944473,313.82318256439,-458.102399443868,2584.3591472149697,0.0,-2.514528569829598e-16,8.338740068817667e-16,578.9714769297437,3,96.18648434770743,129.38674217714924,0.0,804.5447034546004,675.1579612774511,0.16090894069092007,native,V1,1.0,1.0,0.5445117950439453
"kin recycle (1,10,10) native V1 phi=0",kinetic,kinetic,1.0,10.0,10.0,0.0,0.05,0.95,0.35,True,143,wegstein,3897.6007549662445,1.3026918523317386,0.8730911863828245,20486.028914651382,10981.117045944586,0.3391587887103219,0.0,413.3850265727641,0.04416808779197001,40.872962975940055,0.5403490867514102,41.41331206269146,5.4905961196440405,0.4789967225071752,7.180603275807397,5.985809393567236,21.93235247702111,11.821671652289666,24.55994396927707,3554.5749648656424,257.06773551705254,-995.0348215860098,2816.607878796685,-4.722741528019107e-09,-1.5397468016287416e-09,-8.486284186972172e-09,754.2214257288509,3,96.18648434770743,129.38674217714924,0.0,979.7946522537076,850.4079100765583,0.1959589304507415,native,V1,1.0,1.0,60.72158193588257
"kin once-through (1,10,10) native V1 phi=0.1",kinetic,kinetic,1.0,10.0,10.0,0.1,1.0,0.0,0.35,True,1,once-through,2991.959109892165,1.0,0.8730911863828243,7808.562485297292,0.0,0.8962665018437945,737.1008407915883,99.01295756708987,0.4557570927560268,31.375772330793286,0.0,31.375772330793286,0.0,0.0,0.0,16.02334934931921,58.71048051903999,6.077678621639461,31.95538141962428,2728.6383640944473,-1565.975500101353,-208.30417611312515,954.3586878799692,0.0,1.6344435703892389e-15,-1.1912485812596666e-16,578.9714769297437,3,96.18648434770743,129.38674217714924,0.0,804.5447034546004,675.1579612774511,0.16090894069092007,native,V1,1.0,1.0,0.6154859066009521
"kin recycle (1,10,10) native V1 phi=0.1",kinetic,kinetic,1.0,10.0,10.0,0.1,0.05,0.95,0.35,True,18,direct,4512.570957043597,1.508232830496884,0.8730911863828242,13351.769856015559,2694.962721909607,0.9778625112021603,928.8928836470095,23.035545556188254,0.3223021532112954,47.32196991149821,0.0,47.32196991149821,11.39925395299294,0.9944649294045267,11.407508377866714,0.0771517887550463,0.2826886247040906,10.724386833497865,34.33541338235713,4115.421963280558,-2032.5029783959192,-49.008139534115436,2033.9108453505237,4.2491829126057874e-10,1.3496090893775062e-10,7.059553517289412e-11,873.2237894267093,3,96.18648434770743,129.38674217714924,0.0,1098.797015951566,969.4102737744167,0.2197594031903132,native,V1,1.0,1.0,8.903321027755737
"kin once-through (1,10,10) native V1 phi=1",kinetic,kinetic,1.0,10.0,10.0,1.0,1.0,0.0,0.35,True,1,once-through,2991.959109892165,1.0,0.8730911863828243,7808.562485297292,0.0,0.8962665080077826,737.100811036466,99.01295410892817,0.45575701441626415,31.375772330793286,0.0,31.375772330793286,0.0,0.0,0.0,16.02334934931919,58.7104805190399,6.077678819629441,31.95538085525828,2728.6383640944473,-1565.9754203900316,-208.30416932456652,954.3587743798493,-4.6093431590223135e-16,6.286321424573996e-16,-1.6677480137635334e-15,578.9714769297437,3,96.18648434770743,129.38674217714924,0.0,804.5447034546004,675.1579612774511,0.16090894069092007,native,V1,1.0,1.0,0.6150088310241699
"kin recycle (1,10,10) native V1 phi=1",kinetic,kinetic,1.0,10.0,10.0,1.0,0.05,0.95,0.35,True,18,direct,4512.571664548795,1.5082330669657564,0.8730911863828242,13351.76070818083,2694.952248853139,0.9778625824891579,928.894057336637,23.034991448077335,0.3223527884045073,47.32197733089164,0.0,47.32197733089164,11.399261372397044,0.9944655766694451,11.407513685514063,0.07714436931160111,0.28266143943337385,10.724385576972095,34.335424569400736,4115.42260851859,-2032.5060001129755,-49.00676517752895,2033.9098432280857,4.238632126114785e-10,1.3890079802738812e-10,7.000693924889372e-11,873.2239263354406,3,96.18648434770743,129.38674217714924,0.0,1098.7971528602973,969.410410683148,0.21975943057205946,native,V1,1.0,1.0,9.057683944702148
